"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"106","212.31513430948485","76.41781082723901","4.878175690100435","-0.309312950580174","0.252685546875","0.14111328125","0.3642578125","1300","0.0003459761337114003","0","0.0003459761337114003","0.0003459761337114003","","","true"
"107","232.05757076023198","66.09478774120876","4.9160337711026","-0.3080022405881546","0.319091796875","0.06005859375","0.578125","1300","0.0001975357780025499","0","0.0001975357780025499","0.0001975357780025499","107_106:0.009285637523427759","107_106:660","true"
"108","185.31255509050112","211.51898317877152","5.056206195024843","-0.3060067460745893","0.217041015625","0.0302734375","0.40380859375","1300","0.00017139993150997915","0","0.00017139993150997915","0.00017139993150997915","108_112:0.013436256521623946;108_107:0.005585242601629847","108_112:660;108_107:660","true"
"109","133.20088621016146","216.8448969790268","4.984965691539497","-0.3071158019842663","0.354736328125","0.25537109375","0.4541015625","1300","0.00025770405258163115","0","0.00025770405258163115","0.00025770405258163115","109_96:0.007611854520227335","109_96:660","true"
"110","143.1927299169035","59.37038661112164","4.830164555682112","-0.3090472310608016","0.26708984375","0.17626953125","0.35791015625","1300","0.0002773982632731454","0","0.0002773982632731454","0.0002773982632731454","110_118:0.006852915538440196","110_118:660","true"
"111","194.17882295352499","131.2993367624825","4.853183380045831","-0.30961255187582126","0.13671875","0.10595703125","0.16748046875","1300","0.00045182599282702447","0","0.00045182599282702447","0.00045182599282702447","111_104:0.008383952467293454","111_104:660","true"
"112","211.28061394582735","32.686597870593694","5.002440115066515","-0.3061965297474003","0.44140625","0.0009765625","0.8818359375","1300","0.0009618472587099189","0","0.0009618472587099189","0.0009618472587099189","112_126:0.009347895421566","112_126:660","true"
"113","264.0993302848857","201.44330004383139","5.031996426813882","-0.30676917589658537","0.296875","0.01220703125","0.58154296875","1300","0.0002259203761991709","0","0.0002259203761991709","0.0002259203761991709","113_114:0.005331409763197681","113_114:660","true"
"114","340.59412110967816","54.06061597339939","4.822459695416891","-0.30937991952553456","0.3916015625","0.35400390625","0.42919921875","1300","1","0","1","1","114_109:0.00978506496473186;114_115:0.007874184432056286","114_109:660;114_115:660","true"
"115","211.63445956038268","90.58467350717866","5.028012042297525","-0.3068193442669031","0.2783203125","0.2158203125","0.3408203125","1300","0.000458595284966949","0","0.000458595284966949","0.000458595284966949","","","true"
"116","339.10928002731043","416.8508007969646","4.912743745756221","-0.3082983947671616","0.273193359375","0.06884765625","0.4775390625","1300","0.00021911340349926465","0","0.00021911340349926465","0.00021911340349926465","116_115:0.009360701805329996;116_117:0.016382731817769947","116_115:660;116_117:660","true"
"117","263.4795085748552","254.6082295003757","4.833125164879743","-0.3092141826105853","0.260009765625","0.07666015625","0.443359375","1300","0.0007614270142982152","0","0.0007614270142982152","0.0007614270142982152","117_118:0.006955926520370803","117_118:660","true"
"118","238.25949314140564","171.69014576219712","4.7329689127837575","-0.3103162291505652","0.254150390625","0.0986328125","0.40966796875","1300","0.0001935513999035021","0","0.0001935513999035021","0.0001935513999035021","118_119:0.006435739068785418","118_119:660","true"
"119","139.31979335197113","133.29859791973288","4.80259109047344","-0.28980565670333075","0.328857421875","0.4873046875","0.17041015625","1300","0.0003691461768514954","0","0.0003691461768514954","0.0003691461768514954","","","true"
"120","135.24964156442906","174.4635959851835","4.8366138714997255","-0.3088294992030973","0.2666015625","0.25537109375","0.27783203125","1300","0.0002298490911650853","0","0.0002298490911650853","0.0002298490911650853","120_119:0.008738013522877508","120_119:660","true"
"121","256.9207832774546","254.96001145902164","4.967918473288439","-0.30831927501521805","0.33544921875","0.013671875","0.6572265625","1300","0.0008126696745485104","0","0.0008126696745485104","0.0008126696745485104","121_120:0.007041736435777157","121_120:660","true"
"122","150.8116756372379","143.59717773035507","4.937582506540743","-0.307131343243749","0.1884765625","0.18505859375","0.19189453125","1300","0.0002810075646073724","0","0.0002810075646073724","0.0002810075646073724","122_121:0.013731643067616484;122_123:0.022731430732016056;122_111:0.01281136761853019","122_121:660;122_123:660;122_111:660","true"
"123","243.08519397211438","138.3186173987807","5.0343273479630986","-0.3063945650809262","0.134033203125","0.09716796875","0.1708984375","1300","0.000772946447773845","0","0.000772946447773845","0.000772946447773845","","","true"
"124","284.07828334211524","235.8624711832347","4.949166980399966","-0.30728609162938675","0.19580078125","0.01220703125","0.37939453125","1300","0.00023721824689871459","0","0.00023721824689871459","0.00023721824689871459","124_123:0.01474049711937464","124_123:660","true"
"125","274.5959516834879","165.93893393884127","4.859117365988831","-0.3081939603922578","0.2021484375","0.06982421875","0.33447265625","1300","0.00028311957236184566","0","0.00028311957236184566","0.00028311957236184566","125_124:0.006106897917391552;125_126:0.006987771432886369","125_124:660;125_126:660","true"
"126","199.61838697924952","142.3237594129883","4.9082428334131984","-0.30857572639301106","0.2216796875","0.11767578125","0.32568359375","1300","0.0002221580659331605","0","0.0002221580659331605","0.0002221580659331605","","","true"
